=== Тестирование: ОТКЛЮЧЁН СЛОЙ 1 ===
Вопрос 01/1221 | Ответ: - | Правильный: A
Вопрос 535/1221 | Ответ: - | Правильный: B
Вопрос 536/1221 | Ответ: - | Правильный: A
Вопрос 537/1221 | Ответ: - | Правильный: C
Вопрос 538/1221 | Ответ: - | Правильный: A
Вопрос 539/1221 | Ответ: - | Правильный: B
Вопрос 540/1221 | Ответ: - | Правильный: B
Вопрос 541/1221 | Ответ: - | Правильный: C
Вопрос 542/1221 | Ответ: - | Правильный: E
Вопрос 543/1221 | Ответ: - | Правильный: B
Вопрос 544/1221 | Ответ: - | Правильный: B
Вопрос 545/1221 | Ответ: - | Правильный: D
Вопрос 546/1221 | Ответ: - | Правильный: A
Вопрос 547/1221 | Ответ: - | Правильный: D
Вопрос 548/1221 | Ответ: - | Правильный: C
Вопрос 549/1221 | Ответ: - | Правильный: A
Вопрос 550/1221 | Ответ: - | Правильный: E
Вопрос 551/1221 | Ответ: - | Правильный: A
Вопрос 552/1221 | Ответ: - | Правильный: E
Вопрос 553/1221 | Ответ: - | Правильный: D
Вопрос 554/1221 | Ответ: - | Правильный: C
Вопрос 555/1221 | Ответ: - | Правильный: C
Вопрос 556/1221 | Ответ: - | Правильный: D
Вопрос 557/1221 | Ответ: - | Правильный: A
Вопрос 558/1221 | Ответ: - | Правильный: A
Вопрос 559/1221 | Ответ: - | Правильный: C
Вопрос 560/1221 | Ответ: - | Правильный: A
Вопрос 561/1221 | Ответ: - | Правильный: B
Вопрос 562/1221 | Ответ: - | Правильный: B
Вопрос 563/1221 | Ответ: A | Правильный: B
Вопрос 564/1221 | Ответ: - | Правильный: A
Вопрос 565/1221 | Ответ: - | Правильный: D
Вопрос 566/1221 | Ответ: - | Правильный: A
Вопрос 567/1221 | Ответ: - | Правильный: D
Вопрос 568/1221 | Ответ: - | Правильный: D
Вопрос 569/1221 | Ответ: - | Правильный: A
Вопрос 570/1221 | Ответ: - | Правильный: D
Вопрос 571/1221 | Ответ: - | Правильный: A
Вопрос 572/1221 | Ответ: - | Правильный: D
Вопрос 573/1221 | Ответ: - | Правильный: B
Вопрос 574/1221 | Ответ: - | Правильный: D
Вопрос 575/1221 | Ответ: - | Правильный: C
Вопрос 576/1221 | Ответ: - | Правильный: A
Вопрос 577/1221 | Ответ: - | Правильный: D
Вопрос 578/1221 | Ответ: - | Правильный: C
Вопрос 579/1221 | Ответ: A | Правильный: B
Вопрос 580/1221 | Ответ: - | Правильный: D
Вопрос 581/1221 | Ответ: - | Правильный: D
Вопрос 582/1221 | Ответ: - | Правильный: D
Вопрос 583/1221 | Ответ: - | Правильный: B
Вопрос 584/1221 | Ответ: - | Правильный: E
Вопрос 585/1221 | Ответ: - | Правильный: C
Вопрос 586/1221 | Ответ: - | Правильный: B
Вопрос 587/1221 | Ответ: - | Правильный: C
Вопрос 588/1221 | Ответ: - | Правильный: C
Вопрос 589/1221 | Ответ: - | Правильный: D
Вопрос 590/1221 | Ответ: - | Правильный: D
Вопрос 591/1221 | Ответ: - | Правильный: C
Вопрос 592/1221 | Ответ: - | Правильный: C
Вопрос 593/1221 | Ответ: - | Правильный: A
Вопрос 594/1221 | Ответ: - | Правильный: E
Вопрос 595/1221 | Ответ: - | Правильный: A
Вопрос 596/1221 | Ответ: - | Правильный: E
Вопрос 597/1221 | Ответ: - | Правильный: E
Вопрос 598/1221 | Ответ: A | Правильный: B
Вопрос 599/1221 | Ответ: - | Правильный: A
Вопрос 600/1221 | Ответ: - | Правильный: B
Вопрос 601/1221 | Ответ: - | Правильный: B
Вопрос 602/1221 | Ответ: - | Правильный: C
Вопрос 603/1221 | Ответ: - | Правильный: D
Вопрос 604/1221 | Ответ: - | Правильный: E
Вопрос 605/1221 | Ответ: - | Правильный: D
Вопрос 606/1221 | Ответ: - | Правильный: E
Вопрос 607/1221 | Ответ: - | Правильный: E
Вопрос 608/1221 | Ответ: - | Правильный: D
Вопрос 609/1221 | Ответ: - | Правильный: D
Вопрос 610/1221 | Ответ: - | Правильный: C
Вопрос 611/1221 | Ответ: - | Правильный: D
Вопрос 612/1221 | Ответ: - | Правильный: C
Вопрос 613/1221 | Ответ: - | Правильный: B
Вопрос 614/1221 | Ответ: - | Правильный: A
Вопрос 615/1221 | Ответ: - | Правильный: C
Вопрос 616/1221 | Ответ: - | Правильный: D
Вопрос 617/1221 | Ответ: - | Правильный: D
Вопрос 618/1221 | Ответ: - | Правильный: C
Вопрос 619/1221 | Ответ: - | Правильный: E
Вопрос 620/1221 | Ответ: - | Правильный: C
Вопрос 621/1221 | Ответ: - | Правильный: A
Вопрос 622/1221 | Ответ: - | Правильный: C
Вопрос 623/1221 | Ответ: - | Правильный: A
Вопрос 624/1221 | Ответ: - | Правильный: D
Вопрос 625/1221 | Ответ: - | Правильный: D
Вопрос 626/1221 | Ответ: - | Правильный: D
Вопрос 627/1221 | Ответ: - | Правильный: C
Вопрос 628/1221 | Ответ: - | Правильный: B
Вопрос 629/1221 | Ответ: - | Правильный: E
Вопрос 630/1221 | Ответ: - | Правильный: E
Вопрос 631/1221 | Ответ: - | Правильный: A
Вопрос 632/1221 | Ответ: - | Правильный: B
Вопрос 633/1221 | Ответ: - | Правильный: D
Вопрос 634/1221 | Ответ: - | Правильный: E
Вопрос 635/1221 | Ответ: - | Правильный: B
Вопрос 636/1221 | Ответ: - | Правильный: C
Вопрос 637/1221 | Ответ: - | Правильный: B
Вопрос 638/1221 | Ответ: Q | Правильный: A
Вопрос 639/1221 | Ответ: - | Правильный: D
Вопрос 640/1221 | Ответ: - | Правильный: A
Вопрос 641/1221 | Ответ: - | Правильный: E
Вопрос 642/1221 | Ответ: - | Правильный: A
Вопрос 643/1221 | Ответ: - | Правильный: C
Вопрос 644/1221 | Ответ: - | Правильный: C
Вопрос 645/1221 | Ответ: - | Правильный: A
Вопрос 646/1221 | Ответ: - | Правильный: C
Вопрос 647/1221 | Ответ: - | Правильный: C
Вопрос 648/1221 | Ответ: A | Правильный: C
Вопрос 649/1221 | Ответ: - | Правильный: B
Вопрос 650/1221 | Ответ: - | Правильный: B
Вопрос 651/1221 | Ответ: - | Правильный: D
Вопрос 652/1221 | Ответ: - | Правильный: A
Вопрос 653/1221 | Ответ: - | Правильный: A
Вопрос 654/1221 | Ответ: - | Правильный: B
Вопрос 655/1221 | Ответ: - | Правильный: A
Вопрос 656/1221 | Ответ: - | Правильный: E
Вопрос 657/1221 | Ответ: - | Правильный: B
Вопрос 658/1221 | Ответ: - | Правильный: B
Вопрос 659/1221 | Ответ: - | Правильный: E
Вопрос 660/1221 | Ответ: - | Правильный: D
Вопрос 661/1221 | Ответ: - | Правильный: C
Вопрос 662/1221 | Ответ: - | Правильный: B
Вопрос 663/1221 | Ответ: - | Правильный: B
Вопрос 664/1221 | Ответ: - | Правильный: E
Вопрос 665/1221 | Ответ: - | Правильный: C
Вопрос 666/1221 | Ответ: - | Правильный: C
Вопрос 667/1221 | Ответ: - | Правильный: A
Вопрос 668/1221 | Ответ: - | Правильный: D
Вопрос 669/1221 | Ответ: - | Правильный: B
Вопрос 670/1221 | Ответ: - | Правильный: C
Вопрос 671/1221 | Ответ: - | Правильный: A
Вопрос 672/1221 | Ответ: - | Правильный: B
Вопрос 673/1221 | Ответ: - | Правильный: A
Вопрос 674/1221 | Ответ: - | Правильный: A
Вопрос 675/1221 | Ответ: - | Правильный: E
Вопрос 676/1221 | Ответ: - | Правильный: B
Вопрос 677/1221 | Ответ: - | Правильный: C
Вопрос 678/1221 | Ответ: - | Правильный: E
Вопрос 679/1221 | Ответ: - | Правильный: C
Вопрос 680/1221 | Ответ: - | Правильный: C
Вопрос 681/1221 | Ответ: - | Правильный: A
Вопрос 682/1221 | Ответ: - | Правильный: C
Вопрос 683/1221 | Ответ: - | Правильный: B
Вопрос 684/1221 | Ответ: - | Правильный: C
Вопрос 685/1221 | Ответ: - | Правильный: C
Вопрос 686/1221 | Ответ: - | Правильный: A
Вопрос 687/1221 | Ответ: - | Правильный: A
Вопрос 688/1221 | Ответ: - | Правильный: B
Вопрос 689/1221 | Ответ: - | Правильный: B
Вопрос 690/1221 | Ответ: - | Правильный: B
Вопрос 691/1221 | Ответ: - | Правильный: A
Вопрос 692/1221 | Ответ: - | Правильный: C
Вопрос 693/1221 | Ответ: - | Правильный: D
Вопрос 694/1221 | Ответ: - | Правильный: D
Вопрос 695/1221 | Ответ: - | Правильный: A
Вопрос 696/1221 | Ответ: - | Правильный: E
Вопрос 697/1221 | Ответ: - | Правильный: E
Вопрос 698/1221 | Ответ: - | Правильный: B
Вопрос 699/1221 | Ответ: - | Правильный: E
Вопрос 700/1221 | Ответ: - | Правильный: E
Вопрос 701/1221 | Ответ: - | Правильный: E
Вопрос 702/1221 | Ответ: - | Правильный: E
Вопрос 703/1221 | Ответ: - | Правильный: D
Вопрос 704/1221 | Ответ: - | Правильный: B
Вопрос 705/1221 | Ответ: - | Правильный: E
Вопрос 706/1221 | Ответ: - | Правильный: C
Вопрос 707/1221 | Ответ: - | Правильный: A
Вопрос 708/1221 | Ответ: - | Правильный: A
Вопрос 709/1221 | Ответ: - | Правильный: A
Вопрос 710/1221 | Ответ: - | Правильный: B
Вопрос 711/1221 | Ответ: - | Правильный: D
Вопрос 712/1221 | Ответ: - | Правильный: A
Вопрос 713/1221 | Ответ: - | Правильный: E
Вопрос 714/1221 | Ответ: - | Правильный: B
Вопрос 715/1221 | Ответ: - | Правильный: D
Вопрос 716/1221 | Ответ: - | Правильный: D
Вопрос 717/1221 | Ответ: - | Правильный: A
Вопрос 718/1221 | Ответ: - | Правильный: C
Вопрос 719/1221 | Ответ: - | Правильный: B
Вопрос 720/1221 | Ответ: - | Правильный: B
Вопрос 721/1221 | Ответ: - | Правильный: B
Вопрос 722/1221 | Ответ: - | Правильный: A
Вопрос 723/1221 | Ответ: - | Правильный: A
Вопрос 724/1221 | Ответ: - | Правильный: A
Вопрос 725/1221 | Ответ: - | Правильный: D
Вопрос 726/1221 | Ответ: - | Правильный: E
Вопрос 727/1221 | Ответ: - | Правильный: D
Вопрос 728/1221 | Ответ: - | Правильный: C
Вопрос 729/1221 | Ответ: - | Правильный: C
Вопрос 730/1221 | Ответ: - | Правильный: E
Вопрос 731/1221 | Ответ: - | Правильный: C
Вопрос 732/1221 | Ответ: - | Правильный: B
Вопрос 733/1221 | Ответ: - | Правильный: B
Вопрос 734/1221 | Ответ: - | Правильный: C
Вопрос 735/1221 | Ответ: - | Правильный: D
Вопрос 736/1221 | Ответ: - | Правильный: E
Вопрос 737/1221 | Ответ: - | Правильный: B
Вопрос 738/1221 | Ответ: A | Правильный: B
Вопрос 739/1221 | Ответ: - | Правильный: B
Вопрос 740/1221 | Ответ: - | Правильный: A
Вопрос 741/1221 | Ответ: - | Правильный: A
Вопрос 742/1221 | Ответ: - | Правильный: A
Вопрос 743/1221 | Ответ: - | Правильный: E
Вопрос 744/1221 | Ответ: - | Правильный: D
Вопрос 745/1221 | Ответ: - | Правильный: D
Вопрос 746/1221 | Ответ: - | Правильный: B
Вопрос 747/1221 | Ответ: - | Правильный: A
Вопрос 748/1221 | Ответ: - | Правильный: D
Вопрос 749/1221 | Ответ: - | Правильный: C
Вопрос 750/1221 | Ответ: - | Правильный: A
Вопрос 751/1221 | Ответ: - | Правильный: A
Вопрос 752/1221 | Ответ: - | Правильный: C
Вопрос 753/1221 | Ответ: - | Правильный: A
Вопрос 754/1221 | Ответ: - | Правильный: B
Вопрос 755/1221 | Ответ: - | Правильный: E
Вопрос 756/1221 | Ответ: - | Правильный: C
Вопрос 757/1221 | Ответ: - | Правильный: E
Вопрос 758/1221 | Ответ: - | Правильный: A
Вопрос 759/1221 | Ответ: - | Правильный: D
Вопрос 760/1221 | Ответ: - | Правильный: D
Вопрос 761/1221 | Ответ: - | Правильный: C
Вопрос 762/1221 | Ответ: - | Правильный: D
Вопрос 763/1221 | Ответ: - | Правильный: E
Вопрос 764/1221 | Ответ: - | Правильный: E
Вопрос 765/1221 | Ответ: - | Правильный: E
Вопрос 766/1221 | Ответ: - | Правильный: D
Вопрос 767/1221 | Ответ: - | Правильный: E
Вопрос 768/1221 | Ответ: - | Правильный: B
Вопрос 769/1221 | Ответ: - | Правильный: E
Вопрос 770/1221 | Ответ: - | Правильный: A
Вопрос 771/1221 | Ответ: - | Правильный: B
Вопрос 772/1221 | Ответ: - | Правильный: C
Вопрос 773/1221 | Ответ: - | Правильный: D
Вопрос 774/1221 | Ответ: - | Правильный: E
Вопрос 775/1221 | Ответ: - | Правильный: B
Вопрос 776/1221 | Ответ: - | Правильный: A
Вопрос 777/1221 | Ответ: - | Правильный: B
Вопрос 778/1221 | Ответ: - | Правильный: E
Вопрос 779/1221 | Ответ: - | Правильный: A
Вопрос 780/1221 | Ответ: - | Правильный: C
Вопрос 781/1221 | Ответ: - | Правильный: D
Вопрос 782/1221 | Ответ: - | Правильный: B
Вопрос 783/1221 | Ответ: - | Правильный: B
Вопрос 784/1221 | Ответ: - | Правильный: B
Вопрос 785/1221 | Ответ: - | Правильный: B
Вопрос 786/1221 | Ответ: - | Правильный: B
Вопрос 787/1221 | Ответ: - | Правильный: D
Вопрос 788/1221 | Ответ: - | Правильный: D
Вопрос 789/1221 | Ответ: - | Правильный: D
Вопрос 790/1221 | Ответ: - | Правильный: E
Вопрос 791/1221 | Ответ: - | Правильный: A
Вопрос 792/1221 | Ответ: - | Правильный: E
Вопрос 793/1221 | Ответ: - | Правильный: D
Вопрос 794/1221 | Ответ: A | Правильный: C
Вопрос 795/1221 | Ответ: - | Правильный: E
Вопрос 796/1221 | Ответ: - | Правильный: E
Вопрос 797/1221 | Ответ: - | Правильный: D
Вопрос 798/1221 | Ответ: - | Правильный: A
Вопрос 799/1221 | Ответ: - | Правильный: A
Вопрос 800/1221 | Ответ: - | Правильный: B
Вопрос 801/1221 | Ответ: - | Правильный: D
Вопрос 802/1221 | Ответ: - | Правильный: A
Вопрос 803/1221 | Ответ: - | Правильный: B
Вопрос 804/1221 | Ответ: - | Правильный: E
Вопрос 805/1221 | Ответ: - | Правильный: A
Вопрос 806/1221 | Ответ: - | Правильный: E
Вопрос 807/1221 | Ответ: - | Правильный: C
Вопрос 808/1221 | Ответ: - | Правильный: C
Вопрос 809/1221 | Ответ: - | Правильный: D
Вопрос 810/1221 | Ответ: - | Правильный: A
Вопрос 811/1221 | Ответ: - | Правильный: D
Вопрос 812/1221 | Ответ: - | Правильный: D
Вопрос 813/1221 | Ответ: - | Правильный: E
Вопрос 814/1221 | Ответ: - | Правильный: C
Вопрос 815/1221 | Ответ: - | Правильный: A
Вопрос 816/1221 | Ответ: - | Правильный: C
Вопрос 817/1221 | Ответ: - | Правильный: E
Вопрос 818/1221 | Ответ: - | Правильный: B
Вопрос 819/1221 | Ответ: - | Правильный: E
Вопрос 820/1221 | Ответ: - | Правильный: B
Вопрос 821/1221 | Ответ: - | Правильный: B
Вопрос 822/1221 | Ответ: - | Правильный: E
Вопрос 823/1221 | Ответ: - | Правильный: C
Вопрос 824/1221 | Ответ: - | Правильный: A
Вопрос 825/1221 | Ответ: - | Правильный: B
Вопрос 826/1221 | Ответ: - | Правильный: B
Вопрос 827/1221 | Ответ: - | Правильный: E
Вопрос 828/1221 | Ответ: - | Правильный: D
Вопрос 829/1221 | Ответ: - | Правильный: C
Вопрос 830/1221 | Ответ: - | Правильный: E
Вопрос 831/1221 | Ответ: - | Правильный: E
Вопрос 832/1221 | Ответ: - | Правильный: C
Вопрос 833/1221 | Ответ: - | Правильный: B
Вопрос 834/1221 | Ответ: - | Правильный: A
Вопрос 835/1221 | Ответ: - | Правильный: C
Вопрос 836/1221 | Ответ: - | Правильный: B
Вопрос 837/1221 | Ответ: - | Правильный: A
Вопрос 838/1221 | Ответ: - | Правильный: B
Вопрос 839/1221 | Ответ: - | Правильный: B
Вопрос 840/1221 | Ответ: - | Правильный: A
Вопрос 841/1221 | Ответ: - | Правильный: A
Вопрос 842/1221 | Ответ: - | Правильный: C
Вопрос 843/1221 | Ответ: - | Правильный: D
Вопрос 844/1221 | Ответ: - | Правильный: D
Вопрос 845/1221 | Ответ: - | Правильный: C
Вопрос 846/1221 | Ответ: - | Правильный: B
Вопрос 847/1221 | Ответ: - | Правильный: C
Вопрос 848/1221 | Ответ: - | Правильный: C
Вопрос 849/1221 | Ответ: - | Правильный: C
Вопрос 850/1221 | Ответ: - | Правильный: C
Вопрос 851/1221 | Ответ: - | Правильный: D
Вопрос 852/1221 | Ответ: - | Правильный: A
Вопрос 853/1221 | Ответ: - | Правильный: B
Вопрос 854/1221 | Ответ: A | Правильный: D
Вопрос 855/1221 | Ответ: - | Правильный: C
Вопрос 856/1221 | Ответ: - | Правильный: A
Вопрос 857/1221 | Ответ: - | Правильный: B
Вопрос 858/1221 | Ответ: - | Правильный: B
Вопрос 859/1221 | Ответ: - | Правильный: E
Вопрос 860/1221 | Ответ: - | Правильный: C
Вопрос 861/1221 | Ответ: - | Правильный: C
Вопрос 862/1221 | Ответ: - | Правильный: D
Вопрос 863/1221 | Ответ: - | Правильный: C
Вопрос 864/1221 | Ответ: - | Правильный: E
Вопрос 865/1221 | Ответ: - | Правильный: D
Вопрос 866/1221 | Ответ: A | Правильный: C
Вопрос 867/1221 | Ответ: - | Правильный: D
Вопрос 868/1221 | Ответ: - | Правильный: A
Вопрос 869/1221 | Ответ: - | Правильный: D
Вопрос 870/1221 | Ответ: - | Правильный: C
Вопрос 871/1221 | Ответ: - | Правильный: E
Вопрос 872/1221 | Ответ: - | Правильный: D
Вопрос 873/1221 | Ответ: - | Правильный: B
Вопрос 874/1221 | Ответ: - | Правильный: D
Вопрос 875/1221 | Ответ: - | Правильный: E
Вопрос 876/1221 | Ответ: - | Правильный: E
Вопрос 877/1221 | Ответ: - | Правильный: E
Вопрос 878/1221 | Ответ: - | Правильный: C
Вопрос 879/1221 | Ответ: - | Правильный: E
Вопрос 880/1221 | Ответ: - | Правильный: C
Вопрос 881/1221 | Ответ: - | Правильный: D
Вопрос 882/1221 | Ответ: - | Правильный: A
Вопрос 883/1221 | Ответ: - | Правильный: E
Вопрос 884/1221 | Ответ: - | Правильный: A
Вопрос 885/1221 | Ответ: - | Правильный: D
Вопрос 886/1221 | Ответ: - | Правильный: C
Вопрос 887/1221 | Ответ: - | Правильный: A
Вопрос 888/1221 | Ответ: - | Правильный: C
Вопрос 889/1221 | Ответ: - | Правильный: D
Вопрос 890/1221 | Ответ: - | Правильный: A
Вопрос 891/1221 | Ответ: - | Правильный: D
Вопрос 892/1221 | Ответ: - | Правильный: A
Вопрос 893/1221 | Ответ: - | Правильный: A
Вопрос 894/1221 | Ответ: - | Правильный: D
Вопрос 895/1221 | Ответ: - | Правильный: D
Вопрос 896/1221 | Ответ: - | Правильный: E
Вопрос 897/1221 | Ответ: - | Правильный: B
Вопрос 898/1221 | Ответ: - | Правильный: B
Вопрос 899/1221 | Ответ: - | Правильный: B
Вопрос 900/1221 | Ответ: - | Правильный: C
Вопрос 901/1221 | Ответ: - | Правильный: C
Вопрос 902/1221 | Ответ: - | Правильный: E
Вопрос 903/1221 | Ответ: - | Правильный: C
Вопрос 904/1221 | Ответ: - | Правильный: B
Вопрос 905/1221 | Ответ: - | Правильный: D
Вопрос 906/1221 | Ответ: - | Правильный: E
Вопрос 907/1221 | Ответ: - | Правильный: C
Вопрос 908/1221 | Ответ: - | Правильный: D
Вопрос 909/1221 | Ответ: - | Правильный: B
Вопрос 910/1221 | Ответ: - | Правильный: A
Вопрос 911/1221 | Ответ: - | Правильный: A
Вопрос 912/1221 | Ответ: - | Правильный: D
Вопрос 913/1221 | Ответ: - | Правильный: C
Вопрос 914/1221 | Ответ: - | Правильный: A
Вопрос 915/1221 | Ответ: - | Правильный: D
Вопрос 916/1221 | Ответ: - | Правильный: C
Вопрос 917/1221 | Ответ: - | Правильный: D
Вопрос 918/1221 | Ответ: - | Правильный: C
Вопрос 919/1221 | Ответ: - | Правильный: A
Вопрос 920/1221 | Ответ: - | Правильный: A
Вопрос 921/1221 | Ответ: A | Правильный: A
Вопрос 922/1221 | Ответ: - | Правильный: C
Вопрос 923/1221 | Ответ: - | Правильный: D
Вопрос 924/1221 | Ответ: - | Правильный: E
Вопрос 925/1221 | Ответ: - | Правильный: C
Вопрос 926/1221 | Ответ: A | Правильный: A
Вопрос 927/1221 | Ответ: - | Правильный: B
Вопрос 928/1221 | Ответ: - | Правильный: A
Вопрос 929/1221 | Ответ: A | Правильный: E
Вопрос 930/1221 | Ответ: - | Правильный: B
Вопрос 931/1221 | Ответ: - | Правильный: C
Вопрос 932/1221 | Ответ: - | Правильный: C
Вопрос 933/1221 | Ответ: - | Правильный: A
Вопрос 934/1221 | Ответ: - | Правильный: A
Вопрос 935/1221 | Ответ: - | Правильный: D
Вопрос 936/1221 | Ответ: - | Правильный: E
Вопрос 937/1221 | Ответ: - | Правильный: B
Вопрос 938/1221 | Ответ: - | Правильный: E
Вопрос 939/1221 | Ответ: - | Правильный: C
Вопрос 940/1221 | Ответ: - | Правильный: E
Вопрос 941/1221 | Ответ: - | Правильный: A
Вопрос 942/1221 | Ответ: - | Правильный: C
Вопрос 943/1221 | Ответ: - | Правильный: C
Вопрос 944/1221 | Ответ: - | Правильный: B
Вопрос 945/1221 | Ответ: - | Правильный: A
Вопрос 946/1221 | Ответ: - | Правильный: A
Вопрос 947/1221 | Ответ: - | Правильный: B
Вопрос 948/1221 | Ответ: - | Правильный: E
Вопрос 949/1221 | Ответ: - | Правильный: D
Вопрос 950/1221 | Ответ: - | Правильный: E
Вопрос 951/1221 | Ответ: - | Правильный: A
Вопрос 952/1221 | Ответ: - | Правильный: B
Вопрос 953/1221 | Ответ: - | Правильный: D
Вопрос 954/1221 | Ответ: - | Правильный: E
Вопрос 955/1221 | Ответ: - | Правильный: D
Вопрос 956/1221 | Ответ: - | Правильный: B
Вопрос 957/1221 | Ответ: - | Правильный: E
Вопрос 958/1221 | Ответ: - | Правильный: B
Вопрос 959/1221 | Ответ: - | Правильный: D
Вопрос 960/1221 | Ответ: - | Правильный: A
Вопрос 961/1221 | Ответ: - | Правильный: D
Вопрос 962/1221 | Ответ: - | Правильный: D
Вопрос 963/1221 | Ответ: - | Правильный: B
Вопрос 964/1221 | Ответ: - | Правильный: E
Вопрос 965/1221 | Ответ: - | Правильный: A
Вопрос 966/1221 | Ответ: - | Правильный: E
Вопрос 967/1221 | Ответ: - | Правильный: B
Вопрос 968/1221 | Ответ: - | Правильный: C
Вопрос 969/1221 | Ответ: - | Правильный: C
Вопрос 970/1221 | Ответ: - | Правильный: A
Вопрос 971/1221 | Ответ: - | Правильный: B
Вопрос 972/1221 | Ответ: - | Правильный: B
Вопрос 973/1221 | Ответ: - | Правильный: B
Вопрос 974/1221 | Ответ: - | Правильный: C
Вопрос 975/1221 | Ответ: - | Правильный: B
Вопрос 976/1221 | Ответ: - | Правильный: B
Вопрос 977/1221 | Ответ: - | Правильный: D
Вопрос 978/1221 | Ответ: - | Правильный: A
Вопрос 979/1221 | Ответ: - | Правильный: C
Вопрос 980/1221 | Ответ: - | Правильный: E
Вопрос 981/1221 | Ответ: - | Правильный: A
Вопрос 982/1221 | Ответ: - | Правильный: B
Вопрос 983/1221 | Ответ: - | Правильный: A
Вопрос 984/1221 | Ответ: - | Правильный: B
Вопрос 985/1221 | Ответ: - | Правильный: A
Вопрос 986/1221 | Ответ: A | Правильный: D
Вопрос 987/1221 | Ответ: - | Правильный: B
Вопрос 988/1221 | Ответ: - | Правильный: D
Вопрос 989/1221 | Ответ: - | Правильный: D
Вопрос 990/1221 | Ответ: - | Правильный: A
Вопрос 991/1221 | Ответ: - | Правильный: E
Вопрос 992/1221 | Ответ: - | Правильный: C
Вопрос 993/1221 | Ответ: - | Правильный: E
Вопрос 994/1221 | Ответ: - | Правильный: B
Вопрос 995/1221 | Ответ: - | Правильный: E
Вопрос 996/1221 | Ответ: - | Правильный: A
Вопрос 997/1221 | Ответ: - | Правильный: E
Вопрос 998/1221 | Ответ: - | Правильный: C
Вопрос 999/1221 | Ответ: - | Правильный: D
Вопрос 1000/1221 | Ответ: - | Правильный: C
Вопрос 1001/1221 | Ответ: - | Правильный: A
Вопрос 1002/1221 | Ответ: - | Правильный: C
Вопрос 1003/1221 | Ответ: - | Правильный: C
Вопрос 1004/1221 | Ответ: - | Правильный: E
Вопрос 1005/1221 | Ответ: - | Правильный: D
Вопрос 1006/1221 | Ответ: - | Правильный: D
Вопрос 1007/1221 | Ответ: - | Правильный: E
Вопрос 1008/1221 | Ответ: - | Правильный: A
Вопрос 1009/1221 | Ответ: - | Правильный: D
Вопрос 1010/1221 | Ответ: - | Правильный: A
Вопрос 1011/1221 | Ответ: - | Правильный: A
Вопрос 1012/1221 | Ответ: - | Правильный: A
Вопрос 1013/1221 | Ответ: - | Правильный: D
Вопрос 1014/1221 | Ответ: - | Правильный: D
Вопрос 1015/1221 | Ответ: - | Правильный: B
Вопрос 1016/1221 | Ответ: - | Правильный: D
Вопрос 1017/1221 | Ответ: - | Правильный: D
Вопрос 1018/1221 | Ответ: - | Правильный: A
Вопрос 1019/1221 | Ответ: - | Правильный: D
Вопрос 1020/1221 | Ответ: - | Правильный: B
Вопрос 1021/1221 | Ответ: - | Правильный: D
Вопрос 1022/1221 | Ответ: - | Правильный: E
Вопрос 1023/1221 | Ответ: - | Правильный: A
Вопрос 1024/1221 | Ответ: Q | Правильный: E
Вопрос 1025/1221 | Ответ: - | Правильный: B
Вопрос 1026/1221 | Ответ: - | Правильный: E
Вопрос 1027/1221 | Ответ: - | Правильный: D
Вопрос 1028/1221 | Ответ: - | Правильный: A
Вопрос 1029/1221 | Ответ: - | Правильный: A
Вопрос 1030/1221 | Ответ: - | Правильный: B
Вопрос 1031/1221 | Ответ: - | Правильный: C
Вопрос 1032/1221 | Ответ: - | Правильный: D
Вопрос 1033/1221 | Ответ: - | Правильный: E
Вопрос 1034/1221 | Ответ: - | Правильный: E
Вопрос 1035/1221 | Ответ: - | Правильный: E
Вопрос 1036/1221 | Ответ: - | Правильный: E
Вопрос 1037/1221 | Ответ: - | Правильный: E
Вопрос 1038/1221 | Ответ: - | Правильный: C
Вопрос 1039/1221 | Ответ: - | Правильный: C
Вопрос 1040/1221 | Ответ: - | Правильный: C
Вопрос 1041/1221 | Ответ: - | Правильный: C
Вопрос 1042/1221 | Ответ: - | Правильный: C
Вопрос 1043/1221 | Ответ: - | Правильный: D
Вопрос 1044/1221 | Ответ: A | Правильный: C
Вопрос 1045/1221 | Ответ: - | Правильный: B
Вопрос 1046/1221 | Ответ: - | Правильный: C
Вопрос 1047/1221 | Ответ: - | Правильный: C
Вопрос 1048/1221 | Ответ: - | Правильный: D
Вопрос 1049/1221 | Ответ: - | Правильный: A
Вопрос 1050/1221 | Ответ: - | Правильный: A
Вопрос 1051/1221 | Ответ: - | Правильный: A
Вопрос 1052/1221 | Ответ: - | Правильный: D
Вопрос 1053/1221 | Ответ: - | Правильный: C
Вопрос 1054/1221 | Ответ: - | Правильный: D
Вопрос 1055/1221 | Ответ: - | Правильный: A
Вопрос 1056/1221 | Ответ: - | Правильный: A
Вопрос 1057/1221 | Ответ: - | Правильный: C
Вопрос 1058/1221 | Ответ: - | Правильный: B
Вопрос 1059/1221 | Ответ: - | Правильный: C
Вопрос 1060/1221 | Ответ: - | Правильный: B
Вопрос 1061/1221 | Ответ: - | Правильный: A
Вопрос 1062/1221 | Ответ: - | Правильный: E
Вопрос 1063/1221 | Ответ: - | Правильный: B
Вопрос 1064/1221 | Ответ: - | Правильный: E
Вопрос 1065/1221 | Ответ: A | Правильный: D
Вопрос 1066/1221 | Ответ: - | Правильный: B
Вопрос 1067/1221 | Ответ: - | Правильный: B
